node	name
N304	dum|DT_1|132911687_132920561|DUP|Q|DUP45289|8875
N304	dum|DT_1|132919890_132928765|DUP|Q|DUP45290|8876
N304	dum|DT_1|132939461_132947597|DUP|Q|DUP45324|8137
N304	dum|DT_1|132970268_132979133|DUP|Q|DUP45291|8866
N304	dum|DT_1|132978462_132987336|DUP|Q|DUP45292|8875
N304	dum|DT_1|132986665_132995538|DUP|Q|DUP45293|8874
N304	dum|DT_1|132994867_133003752|DUP|Q|DUP45294|8886
N304	dum|DT_1|133003081_133011966|DUP|Q|DUP45295|8886
N304	dum|DT_1|133011295_133020181|DUP|Q|DUP45296|8887
N304	dum|DT_1|133019510_133028396|DUP|Q|DUP45297|8887
N304	dum|DT_1|133027725_133036611|DUP|Q|DUP45298|8887
N304	dum|DT_1|133048851_133057734|DUP|Q|DUP45299|8884
N304	dum|DT_1|133057063_133065953|DUP|Q|DUP45300|8891
N304	dum|DT_1|133077118_133086004|DUP|Q|DUP45301|8887
N304	dum|DT_1|133164519_133173379|DUP|Q|DUP45317|8861
N304	dum|DT_1|133182589_133191440|DUP|Q|DUP45320|8852
N304	dum|DT_1|133195712_133204563|DUP|Q|DUP45322|8852
N305	dum|DT_1|132930170_132939462|INVDP|Q|INVDP67698|9293
N305	dum|DT_1|134052693_134062238|INVDP|Q|INVDP67711|9546
N305	dum|DT_1|178127931_178137494|DUP|Q|DUP67712|9564
N305	dum|DT_1|247175991_247185508|INVDP|Q|INVDP67701|9518
N305	dum|DT_1|281054393_281063953|DUP|Q|DUP67713|9561
N305	dum|DT_11|161247340_161256927|INVDP|Q|INVDP67702|9588
N305	dum|DT_2|103343922_103353453|INVDP|Q|INVDP67714|9532
N305	dum|DT_2|197632455_197641984|DUP|Q|DUP67703|9530
N305	dum|DT_2|203186595_203196137|INVDP|Q|INVDP67715|9543
N305	dum|DT_2|215746790_215756333|INVDP|Q|INVDP67716|9544
N305	dum|DT_2|226724088_226733574|DUP|Q|DUP67717|9487
N305	dum|DT_3|203411902_203421437|DUP|Q|DUP67718|9536
N305	dum|DT_3|203422106_203431642|DUP|Q|DUP67719|9537
N305	dum|DT_3|203432311_203441847|DUP|Q|DUP67720|9537
N305	dum|DT_3|203442516_203452050|DUP|Q|DUP67721|9535
N305	dum|DT_3|203452719_203462248|DUP|Q|DUP67722|9530
N305	dum|DT_3|203462917_203472449|DUP|Q|DUP67723|9533
N305	dum|DT_3|203473118_203482605|DUP|Q|DUP67724|9488
N305	dum|DT_3|203483274_203492807|DUP|Q|DUP67725|9534
N305	dum|DT_3|203493476_203503010|DUP|Q|DUP67726|9535
N305	dum|DT_3|203503679_203513212|DUP|Q|DUP67727|9534
N305	dum|DT_3|203513881_203523407|DUP|Q|DUP67728|9527
N305	dum|DT_3|203524076_203533602|DUP|Q|DUP67729|9527
N305	dum|DT_4|213778024_213787545|DUP|Q|DUP67730|9522
N305	dum|DT_4|225696063_225705497|DUP|Q|DUP67705|9435
N305	dum|DT_4|3894008_3903553|INVDP|Q|INVDP67704|9546
N305	dum|DT_5|21967519_21976950|DUP|Q|DUP67731|9432
N305	dum|DT_5|228870561_228880164|INVDP|Q|INVDP67706|9604
N305	dum|DT_5|30553607_30563265|NOTAL|R|NOTAL29626|9659
N305	dum|DT_5|30553636_30563181|INVDP|Q|INVDP67699|9546
N305	dum|DT_6|195129089_195138638|DUP|Q|DUP67707|9550
N305	dum|DT_6|24523269_24532715|INVDP|Q|INVDP67732|9447
N305	dum|DT_8|106917811_106927356|DUP|Q|DUP67709|9546
N305	dum|DT_8|3234217_3243746|INVDP|Q|INVDP67708|9530
N305	dum|DT_9|125582636_125592181|INVDP|Q|INVDP67733|9546
N305	dum|DT_9|150811397_150820519|INVDP|Q|INVDP67734|9123
N305	dum|DT_X2|135268658_135278161|INVDP|Q|INVDP67710|9504
N307	dum|DT_1|133085333_133090956|DUP|Q|DUP45302|5624
N307	dum|DT_1|133090292_133095903|DUP|Q|DUP45303|5612
N307	dum|DT_1|133095239_133100850|DUP|Q|DUP45304|5612
N307	dum|DT_1|133100186_133105797|DUP|Q|DUP45305|5612
N307	dum|DT_1|133105133_133110744|DUP|Q|DUP45306|5612
N307	dum|DT_1|133110073_133115699|DUP|Q|DUP45307|5627
N307	dum|DT_1|133115035_133120646|DUP|Q|DUP45308|5612
N307	dum|DT_1|133119975_133125601|DUP|Q|DUP45309|5627
N307	dum|DT_1|133124937_133130548|DUP|Q|DUP45310|5612
N307	dum|DT_1|133134838_133140441|DUP|Q|DUP45311|5604
N307	dum|DT_1|133139777_133145388|DUP|Q|DUP45312|5612
N307	dum|DT_1|133144717_133150342|DUP|Q|DUP45313|5626
N307	dum|DT_1|133149678_133155289|DUP|Q|DUP45314|5612
N307	dum|DT_1|133154618_133160243|DUP|Q|DUP45315|5626
N307	dum|DT_1|133159579_133165190|DUP|Q|DUP45316|5612
N307	dum|DT_1|133172715_133178317|DUP|Q|DUP45318|5603
N307	dum|DT_1|133177653_133183253|DUP|Q|DUP45319|5601
N307	dum|DT_1|133190776_133196376|DUP|Q|DUP45321|5601
N307	dum|DT_1|133203899_133209501|DUP|Q|DUP45323|5603
N322	dum|DT_1|134029303_134032356|INVDP|Q|INVDP76109|3054
N322	dum|DT_11|23823423_23826472|INVDP|Q|INVDP71997|3050
N322	dum|DT_2|144641511_144644461|DUP|Q|DUP75953|2951
N322	dum|DT_9|3950154_3953216|DUP|Q|DUP75955|3063
N322	dum|DT_X1|190406338_190409398|DUP|Q|DUP75954|3061
N305	dum|DT_1|178127686_178137522|NOTAL|R|NOTAL3898|9837
N450	dum|DT_1|145363158_145366488|INVTR|Q|INVTR42811|3331
N450	dum|DT_1|231549131_231552401|INVDP|Q|INVDP55315|3271
N450	dum|DT_10|165796997_165800263|DUP|Q|DUP65211|3267
N450	dum|DT_10|21055278_21058546|INVDP|Q|INVDP131563|3269
N450	dum|DT_10|21557758_21561022|DUP|Q|DUP131564|3265
N450	dum|DT_10|21776429_21779697|DUP|Q|DUP131565|3269
N450	dum|DT_10|57675016_57678283|DUP|Q|DUP65209|3268
N450	dum|DT_10|97415289_97418552|INVDP|Q|INVDP131566|3264
N450	dum|DT_10|98189327_98192594|INVDP|Q|INVDP65210|3268
N450	dum|DT_11|56378166_56381408|DUP|Q|DUP65212|3243
N450	dum|DT_2|208596973_208600239|INVDP|Q|INVDP65213|3267
N450	dum|DT_2|209962620_209965889|INVDP|Q|INVDP65214|3270
N450	dum|DT_2|210315715_210318980|INVDP|Q|INVDP65215|3266
N450	dum|DT_2|210787205_210790465|INVDP|Q|INVDP65216|3261
N450	dum|DT_2|211054014_211057280|INVDP|Q|INVDP65217|3267
N450	dum|DT_2|211400015_211403282|INVDP|Q|INVDP65218|3268
N450	dum|DT_2|211695996_211699256|INVDP|Q|INVDP65219|3261
N450	dum|DT_2|211933293_211936560|INVDP|Q|INVDP65220|3268
N450	dum|DT_2|212208252_212211518|INVDP|Q|INVDP65221|3267
N450	dum|DT_2|212554253_212557520|INVDP|Q|INVDP65222|3268
N450	dum|DT_2|212850234_212853494|INVDP|Q|INVDP65223|3261
N450	dum|DT_2|213087531_213090798|INVDP|Q|INVDP65224|3268
N450	dum|DT_3|26545009_26548277|INVDP|Q|INVDP131567|3269
N450	dum|DT_3|35239252_35242518|DUP|Q|DUP65225|3267
N450	dum|DT_3|59063456_59066723|INVDP|Q|INVDP65226|3268
N450	dum|DT_3|59478442_59481707|INVDP|Q|INVDP65227|3266
N450	dum|DT_5|115421600_115424868|DUP|Q|DUP65232|3269
N450	dum|DT_5|169231474_169234728|DUP|Q|DUP65248|3255
N450	dum|DT_5|170147183_170150452|INVDP|Q|INVDP65233|3270
N450	dum|DT_5|170428350_170431619|INVDP|Q|INVDP65234|3270
N450	dum|DT_5|236151793_236155059|INVDP|Q|INVDP65208|3267
N450	dum|DT_5|79528729_79531995|INVDP|Q|INVDP65228|3267
N450	dum|DT_5|90928501_90931772|INVDP|Q|INVDP65229|3272
N450	dum|DT_5|92030063_92033332|INVDP|Q|INVDP65230|3270
N450	dum|DT_5|92852992_92856261|INVDP|Q|INVDP65231|3270
N450	dum|DT_6|194209213_194212479|INVDP|Q|INVDP65235|3267
N450	dum|DT_6|194562647_194565913|INVDP|Q|INVDP65236|3267
N450	dum|DT_8|137982345_137985611|DUP|Q|DUP65240|3267
N450	dum|DT_8|138339644_138342912|DUP|Q|DUP65241|3269
N450	dum|DT_8|46983256_46986498|DUP|Q|DUP65237|3243
N450	dum|DT_8|55236703_55239961|INVDP|Q|INVDP65238|3259
N450	dum|DT_8|55512857_55516074|INVDP|Q|INVDP65249|3218
N450	dum|DT_8|55693730_55696991|INVDP|Q|INVDP65239|3262
N450	dum|DT_9|191001411_191004680|INVDP|Q|INVDP65244|3270
N450	dum|DT_9|191729989_191733253|INVDP|Q|INVDP65245|3265
N450	dum|DT_9|24525549_24528813|DUP|Q|DUP65242|3265
N450	dum|DT_9|24686445_24689711|DUP|Q|DUP65243|3267
N532	dum|DT_1|150215475_150220168|DUP|Q|DUP94495|4694
N532	dum|DT_10|180167180_180171868|DUP|Q|DUP45834|4689
N532	dum|DT_10|1955847_1960725|DUP|Q|DUP45833|4879
N532	dum|DT_11|23863946_23868779|DUP|Q|DUP71995|4834
N532	dum|DT_11|28202240_28207024|INVDP|Q|INVDP94494|4785
N532	dum|DT_11|32255871_32260487|DUP|Q|DUP94496|4617
N532	dum|DT_7|188492432_188496948|DUP|Q|DUP71994|4517
N532	dum|DT_X1|191336482_191341245|INVDP|Q|INVDP75942|4764
N640	dum|DT_1|160237104_160238480|INVDP|Q|INVDP116017|1377
N640	dum|DT_1|256631352_256632775|INVDP|Q|INVDP113752|1424
N640	dum|DT_1|50970767_50972196|TRANS|Q|TRANS116511|1430
N640	dum|DT_12|4424177_4425616|INVDP|Q|INVDP113753|1440
N640	dum|DT_2|107543937_107545314|INVDP|Q|INVDP113603|1378
N640	dum|DT_3|114398857_114400265|INVDP|Q|INVDP113478|1409
N640	dum|DT_3|7028551_7029955|INVDP|Q|INVDP113474|1405
N640	dum|DT_4|38952512_38953955|INVDP|Q|INVDP113475|1444
N640	dum|DT_5|17790940_17792410|INVDP|Q|INVDP113473|1471
N640	dum|DT_5|229499784_229501223|INVDP|Q|INVDP113754|1440
N640	dum|DT_6|218798383_218799825|DUP|Q|DUP113476|1443
N640	dum|DT_7|132279006_132280411|INVDP|Q|INVDP57653|1406
N640	dum|DT_7|132989467_132990906|INVTR|Q|INVTR44082|1440
N640	dum|DT_9|42610211_42611655|DUP|Q|DUP113477|1445
N640	dum|DT_X2|87738162_87739602|DUP|Q|DUP113755|1441
N736	dum|DT_1|179108145_179111125|INVDP|Q|INVDP55383|2981
N736	dum|DT_1|179133482_179136541|DUP|Q|DUP45714|3060
N736	dum|DT_1|265157501_265160563|INVDP|Q|INVDP82956|3063
N736	dum|DT_1|265163572_265166561|DUP|Q|DUP82957|2990
N736	dum|DT_1|269686981_269690000|INVDP|Q|INVDP82952|3020
N736	dum|DT_1|28140991_28144309|DUP|Q|DUP45713|3319
N736	dum|DT_10|67373831_67376827|DUP|Q|DUP67470|2997
N736	dum|DT_10|67383366_67386366|DUP|Q|DUP67471|3001
N736	dum|DT_10|67387259_67390204|DUP|Q|DUP67479|2946
N736	dum|DT_10|67391097_67394036|DUP|Q|DUP67480|2940
N736	dum|DT_11|83149305_83152566|INVDP|Q|INVDP67455|3262
N736	dum|DT_12|47199648_47202689|DUP|Q|DUP82950|3042
N736	dum|DT_12|47202648_47205706|DUP|Q|DUP67477|3059
N736	dum|DT_12|90882281_90885578|DUP|Q|DUP67452|3298
N736	dum|DT_12|90885534_90888523|DUP|Q|DUP67472|2990
N736	dum|DT_2|13340038_13343066|NOTAL|R|NOTAL12224|3029
N736	dum|DT_2|191486132_191489592|DUP|Q|DUP67439|3461
N736	dum|DT_2|28024092_28027608|DUP|Q|DUP67444|3517
N736	dum|DT_2|28030703_28033721|INVDP|Q|INVDP67482|3019
N736	dum|DT_2|44593069_44596319|DUP|Q|DUP67459|3251
N736	dum|DT_2|44596268_44599249|DUP|Q|DUP67478|2982
N736	dum|DT_2|45730169_45733419|INVDP|Q|INVDP67460|3251
N736	dum|DT_2|45737945_45740997|INVDP|Q|INVDP56219|3053
N736	dum|DT_2|45742702_45745742|INVDP|Q|INVDP67464|3041
N736	dum|DT_3|167032762_167035784|DUP|Q|DUP82958|3023
N736	dum|DT_3|201535098_201538123|DUP|Q|DUP67476|3026
N736	dum|DT_3|243877572_243880900|INVDP|Q|INVDP67450|3329
N736	dum|DT_3|243880512_243883749|INVDP|Q|INVDP67463|3238
N736	dum|DT_4|147191119_147194192|DUP|Q|DUP77810|3074
N736	dum|DT_4|164642984_164646021|INVDP|Q|INVDP77813|3038
N736	dum|DT_4|190651237_190654561|INVDP|Q|INVDP67451|3325
N736	dum|DT_4|43576567_43580075|INVDP|Q|INVDP67442|3509
N736	dum|DT_5|125676104_125679345|NOTAL|R|NOTAL31862|3242
N736	dum|DT_5|137068304_137071448|DUP|Q|DUP67461|3145
N736	dum|DT_5|137802350_137805330|DUP|Q|DUP67465|2981
N736	dum|DT_5|151151027_151154050|DUP|Q|DUP82955|3024
N736	dum|DT_5|77541783_77545298|INVDP|Q|INVDP67441|3516
N736	dum|DT_6|102495222_102498480|INVDP|Q|INVDP67458|3259
N736	dum|DT_6|136491196_136494507|INVDP|Q|INVDP67449|3312
N736	dum|DT_6|13988472_13991722|INVDP|Q|INVDP67457|3251
N736	dum|DT_6|13994851_13997874|INVDP|Q|INVDP67473|3024
N736	dum|DT_6|24276324_24279177|DUP|Q|DUP88053|2854
N736	dum|DT_7|198488361_198491206|DUP|Q|DUP82953|2846
N736	dum|DT_7|198491342_198494363|DUP|Q|DUP82954|3022
N736	dum|DT_7|198494341_198497372|DUP|Q|DUP67475|3032
N736	dum|DT_7|61362483_61365596|DUP|Q|DUP67462|3114
N736	dum|DT_8|105058372_105061387|INVDP|Q|INVDP67474|3016
N736	dum|DT_8|105115309_105118273|INVDP|Q|INVDP67481|2965
N736	dum|DT_8|105132404_105135426|DUP|Q|DUP82951|3023
N736	dum|DT_8|107764649_107767684|DUP|Q|DUP77809|3036
N736	dum|DT_8|122882356_122885407|DUP|Q|DUP82949|3052
N736	dum|DT_8|59985262_59988264|INVDP|Q|INVDP82948|3003
N736	dum|DT_8|60142747_60145985|DUP|Q|DUP67454|3239
N736	dum|DT_9|103116046_103119045|INVDP|Q|INVDP81262|3000
N736	dum|DT_9|141688180_141691142|INVDP|Q|INVDP67469|2963
N736	dum|DT_X1|162258643_162261633|INVDP|Q|INVDP67484|2991
N817	dum|DT_1|193146636_193149259|DUP|Q|DUP81263|2624
N817	dum|DT_2|8689928_8692563|INVTR|Q|INVTR43082|2636
N817	dum|DT_4|131146038_131148733|INVDP|Q|INVDP81261|2696
N817	dum|DT_5|77248181_77250835|INVDP|Q|INVDP81264|2655
N817	dum|DT_7|137808640_137811277|DUP|Q|DUP81260|2638
N817	dum|DT_7|198450814_198453379|DUP|Q|DUP88045|2566
N834	dum|DT_1|196562878_196564508|INVDP|Q|INVDP118088|1631
N834	dum|DT_1|196578339_196580024|DUP|Q|DUP124036|1686
N834	dum|DT_1|196582245_196583908|INVDP|Q|INVDP134240|1664
N834	dum|DT_1|196586108_196587793|DUP|Q|DUP124037|1686
N834	dum|DT_1|196589993_196591678|DUP|Q|DUP124038|1686
N834	dum|DT_1|196593920_196595529|INVDP|Q|INVDP82890|1610
N834	dum|DT_1|196597807_196599416|INVDP|Q|INVDP82891|1610
N834	dum|DT_1|196601693_196603302|INVDP|Q|INVDP82892|1610
N834	dum|DT_1|196605579_196607188|INVDP|Q|INVDP82893|1610
N834	dum|DT_1|196609465_196611074|INVDP|Q|INVDP82894|1610
N834	dum|DT_1|196613350_196614959|INVDP|Q|INVDP82895|1610
N834	dum|DT_1|196617236_196618845|INVDP|Q|INVDP82896|1610
N834	dum|DT_1|196621121_196622730|INVDP|Q|INVDP82897|1610
N834	dum|DT_1|196624965_196626650|DUP|Q|DUP124039|1686
N834	dum|DT_1|196632758_196634422|INVDP|Q|INVDP134241|1665
N834	dum|DT_1|196640439_196642048|INVDP|Q|INVDP82898|1610
N834	dum|DT_1|196566731_196568293|DUP|Q|DUP128746|1563
N834	dum|DT_1|196574513_196576042|INVDP|Q|INVDP55293|1530
N834	dum|DT_1|196628870_196630434|DUP|Q|DUP128747|1565
N834	dum|DT_1|196636618_196638350|DUP|Q|DUP124040|1733
N843	dum|DT_1|196887142_196889562|INVDP|Q|INVDP97351|2421
N843	dum|DT_10|1918248_1920668|INVDP|Q|INVDP97352|2421
N843	dum|DT_10|1952387_1954807|INVDP|Q|INVDP97353|2421
N843	dum|DT_11|28050542_28052962|DUP|Q|DUP97354|2421
N843	dum|DT_11|28174115_28176508|INVDP|Q|INVDP62670|2394
N843	dum|DT_11|29468299_29470712|DUP|Q|DUP97350|2414
N843	dum|DT_11|46973839_46976259|INVDP|Q|INVDP97355|2421
N843	dum|DT_2|145310524_145312944|DUP|Q|DUP97356|2421
N843	dum|DT_7|188438917_188441421|INVDP|Q|INVDP120383|2505
N843	dum|DT_7|188473027_188475531|INVDP|Q|INVDP120384|2505
N843	dum|DT_8|192547761_192550172|DUP|Q|DUP75074|2412
N843	dum|DT_X1|1263826_1266245|INVDP|Q|INVDP76107|2420
N843	dum|DT_X1|190702557_190704986|DUP|Q|DUP76108|2430
N843	dum|DT_X1|190787705_190790188|INVDP|Q|INVDP76110|2484
N851	dum|DT_1|197493454_197496962|INVDP|Q|INVDP78854|3509
N851	dum|DT_11|68641912_68645572|INVDP|Q|INVDP55707|3661
N851	dum|DT_11|68998553_69002073|DUP|Q|DUP78843|3521
N851	dum|DT_11|69098252_69101928|DUP|Q|DUP46208|3677
N851	dum|DT_11|69371766_69375449|DUP|Q|DUP46201|3684
N851	dum|DT_11|69583741_69587259|DUP|Q|DUP78844|3519
N851	dum|DT_11|69693886_69697567|DUP|Q|DUP46207|3682
N851	dum|DT_11|69741411_69744865|TRANS|Q|TRANS62030|3455
N851	dum|DT_11|70605266_70608924|DUP|Q|DUP78851|3659
N851	dum|DT_11|70899843_70903554|INVDP|Q|INVDP78846|3712
N851	dum|DT_11|71477795_71481406|DUP|Q|DUP78850|3612
N851	dum|DT_11|71599494_71603147|DUP|Q|DUP46209|3654
N851	dum|DT_11|71703238_71706915|INVDP|Q|INVDP78847|3678
N851	dum|DT_11|71797019_71800498|INVDP|Q|INVDP78853|3480
N851	dum|DT_11|72310969_72314702|DUP|Q|DUP46203|3734
N851	dum|DT_11|72370880_72374581|DUP|Q|DUP78848|3702
N851	dum|DT_11|73589535_73593053|DUP|Q|DUP78845|3519
N851	dum|DT_2|182386967_182390634|DUP|Q|DUP74537|3668
N851	dum|DT_2|182415550_182419229|DUP|Q|DUP74538|3680
N851	dum|DT_2|182552466_182556144|DUP|Q|DUP78849|3679
N851	dum|DT_4|3745178_3748861|INVDP|Q|INVDP74539|3684
N858	dum|DT_1|199074368_199078960|INVDP|Q|INVDP131537|4593
N858	dum|DT_1|269702563_269707084|DUP|Q|DUP131538|4522
N858	dum|DT_2|8733171_8738008|INVDP|Q|INVDP72808|4838
N858	dum|DT_4|190656484_190660887|DUP|Q|DUP103446|4404
N858	dum|DT_4|190661978_190666474|INVDP|Q|INVDP131508|4497
N858	dum|DT_6|94443436_94448142|INVTR|Q|INVTR43989|4707
N858	dum|DT_7|60886307_60890939|INVDP|Q|INVDP131536|4633
N908	dum|DT_1|209592409_209595667|INVDP|Q|INVDP83303|3259
N908	dum|DT_1|58026929_58030175|INVDP|Q|INVDP83302|3247
N908	dum|DT_10|73438294_73441547|DUP|Q|DUP83311|3254
N908	dum|DT_4|197051913_197055151|DUP|Q|DUP83301|3239
N908	dum|DT_4|203353005_203356261|INVDP|Q|INVDP83312|3257
N908	dum|DT_4|45643350_45646484|INVDP|Q|INVDP83316|3135
N908	dum|DT_4|74336377_74339633|INVDP|Q|INVDP83304|3257
N908	dum|DT_4|74488218_74491473|INVDP|Q|INVDP83305|3256
N908	dum|DT_4|74492216_74495318|DUP|Q|DUP83306|3103
N908	dum|DT_4|74640144_74643400|DUP|Q|DUP83307|3257
N908	dum|DT_8|143588257_143591510|DUP|Q|DUP83309|3254
N908	dum|DT_8|74591395_74594646|INVDP|Q|INVDP83308|3252
N908	dum|DT_9|170776726_170779944|INVDP|Q|INVDP83315|3219
N908	dum|DT_9|170848443_170851685|DUP|Q|DUP83314|3243
N908	dum|DT_9|177505287_177508524|INVDP|Q|INVDP83310|3238
N915	dum|DT_1|210915556_210916598|DUP|Q|DUP71798|1043
N915	dum|DT_1|269489093_269490132|DUP|Q|DUP111394|1040
N915	dum|DT_1|269616226_269617268|DUP|Q|DUP111395|1043
N915	dum|DT_1|269760893_269761923|DUP|Q|DUP111377|1031
N915	dum|DT_10|72028588_72029639|INVDP|Q|INVDP111309|1052
N915	dum|DT_12|119418433_119419472|INVDP|Q|INVDP111310|1040
N915	dum|DT_12|47197739_47198739|DUP|Q|DUP72783|1001
N915	dum|DT_12|67773405_67774449|INVDP|Q|INVDP111378|1045
N915	dum|DT_2|8703346_8704395|INVDP|Q|INVDP71799|1050
N915	dum|DT_2|8833520_8834571|DUP|Q|DUP111311|1052
N915	dum|DT_2|8861928_8862976|INVDP|Q|INVDP71800|1049
N915	dum|DT_3|152960413_152961440|INVDP|Q|INVDP71802|1028
N915	dum|DT_3|86478985_86480027|INVDP|Q|INVDP111312|1043
N915	dum|DT_4|190697268_190698313|DUP|Q|DUP111396|1046
N915	dum|DT_4|220671475_220672525|INVDP|Q|INVDP111313|1051
N915	dum|DT_5|125659116_125660142|DUP|Q|DUP111376|1027
N915	dum|DT_6|13998739_13999776|TRANS|Q|TRANS41829|1038
N915	dum|DT_6|94435426_94436466|INVTR|Q|INVTR43990|1041
N915	dum|DT_7|198423876_198424921|DUP|Q|DUP125626|1046
N915	dum|DT_7|61348804_61349846|INVDP|Q|INVDP111314|1043
N915	dum|DT_8|105184715_105185759|DUP|Q|DUP71801|1045
N915	dum|DT_X1|54687152_54688208|INVTR|Q|INVTR111315|1057
N930	dum|DT_1|215388956_215390615|INVDP|Q|INVDP89950|1660
N930	dum|DT_1|215394209_215395893|INVDP|Q|INVDP89939|1685
N930	dum|DT_1|215395985_215397644|INVDP|Q|INVDP89969|1660
N930	dum|DT_1|215397736_215399387|INVTR|Q|INVTR86089|1652
N930	dum|DT_1|215401238_215402897|INVDP|Q|INVDP89960|1660
N930	dum|DT_1|215406491_215408175|INVDP|Q|INVDP89954|1685
N930	dum|DT_1|215417022_215418681|INVDP|Q|INVDP89940|1660
N930	dum|DT_1|215422275_215423934|INVDP|Q|INVDP89961|1660
N930	dum|DT_1|215427528_215429187|INVDP|Q|INVDP89941|1660
N930	dum|DT_1|215432781_215434440|INVDP|Q|INVDP89962|1660
N930	dum|DT_1|215438034_215439693|INVDP|Q|INVDP89942|1660
N930	dum|DT_1|215443338_215444946|INVDP|Q|INVDP89949|1609
N930	dum|DT_1|215445038_215446697|INVDP|Q|INVDP89970|1660
N930	dum|DT_1|215448540_215450199|INVDP|Q|INVDP89943|1660
N930	dum|DT_1|215450291_215452025|INVDP|Q|INVDP89959|1735
N930	dum|DT_1|215455540_215457199|INVDP|Q|INVDP89955|1660
N930	dum|DT_1|215460791_215462450|INVDP|Q|INVDP89963|1660
N930	dum|DT_1|215466044_215467703|INVDP|Q|INVDP89944|1660
N930	dum|DT_1|215467795_215469454|INVDP|Q|INVDP89971|1660
N930	dum|DT_1|215471297_215472955|INVDP|Q|INVDP89951|1659
N930	dum|DT_1|215473047_215474706|INVDP|Q|INVDP89964|1660
N930	dum|DT_1|215476547_215478206|INVDP|Q|INVDP89945|1660
N930	dum|DT_1|215480048_215481705|INVDP|Q|INVDP89972|1658
N930	dum|DT_1|215483547_215485204|INVDP|Q|INVDP89952|1658
N930	dum|DT_1|215488794_215490452|INVDP|Q|INVDP89946|1659
N930	dum|DT_1|215490544_215492201|INVDP|Q|INVDP89956|1658
N930	dum|DT_1|215495793_215497451|INVDP|Q|INVDP89965|1659
N930	dum|DT_1|215501043_215502704|INVDP|Q|INVDP89947|1662
N930	dum|DT_1|215506302_215507961|INVDP|Q|INVDP89966|1660
N930	dum|DT_1|215511555_215513214|INVDP|Q|INVDP89948|1660
N930	dum|DT_1|215516807_215518465|INVDP|Q|INVDP89953|1659
N930	dum|DT_1|215441266_215443950|NOTAL|R|NOTAL4795|2685
N930	dum|DT_1|215465741_215468458|NOTAL|R|NOTAL4802|2718
N988	dum|DT_1|230266437_230268020|DUP|Q|DUP79806|1584
N988	dum|DT_10|11085797_11087373|INVDP|Q|INVDP79807|1577
N988	dum|DT_10|165757108_165758679|INVDP|Q|INVDP79853|1572
N988	dum|DT_10|20548228_20549803|DUP|Q|DUP79808|1576
N988	dum|DT_10|21092813_21094392|DUP|Q|DUP79809|1580
N988	dum|DT_10|21525735_21527315|INVDP|Q|INVDP79810|1581
N988	dum|DT_10|21740504_21742088|INVDP|Q|INVDP79811|1585
N988	dum|DT_10|57636227_57637809|INVDP|Q|INVDP79812|1583
N988	dum|DT_10|79470787_79472381|TRANS|Q|TRANS79813|1595
N988	dum|DT_10|97452805_97454386|DUP|Q|DUP79814|1582
N988	dum|DT_10|98024379_98025966|DUP|Q|DUP79815|1588
N988	dum|DT_10|98230961_98232554|DUP|Q|DUP79816|1594
N988	dum|DT_11|56338252_56339836|INVDP|Q|INVDP79817|1585
N988	dum|DT_2|208638585_208640173|DUP|Q|DUP79818|1589
